Generation,AverageFitness,BestFitness,WorstFitness
817,105612.07,106970.00,100470.00
818,105636.70,106970.00,100890.00
819,105572.13,106970.00,100530.00
820,105497.05,106970.00,101350.00
821,105566.25,106970.00,101350.00
822,105498.15,106970.00,100970.00
823,105542.98,106970.00,98370.00
824,105561.77,106970.00,100550.00
825,105511.20,106970.00,101350.00
826,105508.52,106970.00,99870.00
827,105516.39,106970.00,100650.00
828,105537.17,106970.00,98590.00
829,105535.46,106970.00,100590.00
830,105500.37,106970.00,99930.00
831,105510.89,106970.00,98410.00
832,105530.26,106970.00,100410.00
833,105593.57,106970.00,100450.00
834,105597.20,106970.00,98630.00
835,105630.77,106970.00,101530.00
836,105564.93,106970.00,102150.00
837,105505.45,106970.00,100010.00
838,105572.34,106970.00,98990.00
839,105577.68,106970.00,100530.00
840,105600.59,106970.00,101170.00
841,105590.27,106970.00,100110.00
842,105620.46,106970.00,100590.00
843,105586.34,106970.00,99710.00
844,105595.47,106970.00,100350.00
845,105593.23,106970.00,100870.00
846,105564.07,106970.00,99710.00
847,105564.88,106970.00,101190.00
848,105540.30,106970.00,98050.00
849,105510.52,106970.00,99650.00
850,105578.46,106970.00,99410.00
851,105546.18,106970.00,101290.00
852,105556.70,106970.00,100170.00
853,105585.41,106970.00,101810.00
854,105598.23,106970.00,99430.00
855,105531.93,106970.00,99970.00
856,105627.41,106970.00,99770.00
857,105535.52,106970.00,100590.00
858,105576.08,106970.00,100790.00
859,105604.75,106970.00,101730.00
860,105563.83,106970.00,101530.00
861,105594.04,106970.00,100910.00
862,105597.24,106970.00,101290.00
863,105565.77,106970.00,100470.00
864,105600.84,106970.00,101110.00
865,105579.13,106970.00,99510.00
866,105616.88,106970.00,100290.00
867,105612.51,106970.00,99110.00
868,105585.44,106970.00,101110.00
869,105635.40,106970.00,101250.00
870,105558.98,106970.00,100970.00
871,105524.07,106970.00,99550.00
872,105538.20,106970.00,100650.00
873,105567.19,106970.00,99290.00
874,105571.98,106970.00,99290.00
875,105564.12,106970.00,101530.00
876,105588.77,106970.00,100470.00
877,105618.35,106970.00,100350.00
878,105556.16,106970.00,101150.00
879,105522.99,106970.00,100590.00
880,105542.39,106970.00,101070.00
881,105582.25,106970.00,100870.00
882,105544.08,106970.00,100110.00
883,105623.46,106970.00,101350.00
884,105683.66,106970.00,101530.00
885,105650.04,106970.00,101730.00
886,105558.80,106970.00,100170.00
887,105569.30,106970.00,101170.00
888,105569.05,106970.00,101170.00
889,105521.82,106970.00,100110.00
890,105546.67,106970.00,100590.00
891,105529.73,106970.00,100950.00
892,105570.07,106970.00,100290.00
893,105587.42,106970.00,101230.00
894,105564.04,106970.00,101430.00
895,105589.48,106970.00,101030.00
896,105555.10,106970.00,101430.00
897,105570.11,106970.00,101690.00
898,105550.07,106970.00,100770.00
899,105626.75,106970.00,101530.00
900,105618.13,106970.00,100930.00
901,105640.62,106970.00,101030.00
902,105604.23,106970.00,101430.00
903,105576.85,106970.00,101470.00
904,105535.61,106970.00,100610.00
905,105573.23,106970.00,101530.00
906,105593.08,106970.00,100590.00
907,105562.27,106970.00,100590.00
908,105561.17,106970.00,99230.00
909,105598.98,106970.00,99650.00
910,105570.97,106970.00,100290.00
911,105528.94,106970.00,100810.00
912,105634.52,106970.00,101590.00
913,105617.19,106970.00,101470.00
914,105576.92,106970.00,101170.00
915,105551.93,106970.00,99530.00
916,105545.53,106970.00,97990.00
917,105552.35,106970.00,100930.00
918,105563.15,106970.00,100990.00
919,105593.95,106970.00,100050.00
920,105600.48,106970.00,100530.00
921,105601.39,106970.00,101110.00
922,105584.41,106970.00,100430.00
923,105550.25,106970.00,101290.00
924,105586.72,106970.00,99130.00
925,105563.25,106970.00,100590.00
926,105557.50,106970.00,100970.00
927,105539.91,106970.00,100350.00
928,105606.23,106970.00,102090.00
929,105578.61,106970.00,97990.00
930,105550.40,106970.00,98750.00
931,105544.02,106970.00,99990.00
932,105513.75,106970.00,100430.00
933,105574.80,106970.00,99850.00
934,105602.02,106970.00,99970.00
935,105567.65,106970.00,101530.00
936,105567.37,106970.00,100890.00
937,105524.55,106970.00,98650.00
938,105514.18,106970.00,101430.00
939,105572.38,106970.00,101350.00
940,105634.52,106970.00,101470.00
941,105566.66,106970.00,100290.00
942,105592.62,106970.00,101410.00
943,105538.82,106970.00,101230.00
944,105567.90,106970.00,101290.00
945,105575.80,106970.00,100310.00
946,105559.62,106970.00,101670.00
947,105643.55,106970.00,101470.00
948,105550.50,106970.00,101790.00
949,105596.05,106970.00,99870.00
950,105588.22,106970.00,100110.00
951,105599.83,106970.00,100230.00
952,105587.72,106970.00,99350.00
953,105562.16,106970.00,101170.00
954,105558.41,106970.00,101170.00
955,105572.91,106970.00,100990.00
956,105569.62,106970.00,99230.00
957,105628.85,106970.00,99290.00
958,105615.85,106970.00,100030.00
959,105619.88,106970.00,100970.00
960,105605.77,106970.00,100430.00
961,105593.93,106970.00,101710.00
962,105619.69,106970.00,100710.00
963,105589.77,106970.00,100430.00
964,105591.13,106970.00,101970.00
965,105564.73,106970.00,99650.00
966,105489.07,106970.00,100030.00
967,105593.41,106970.00,100110.00
968,105619.67,106970.00,100770.00
969,105640.58,106970.00,100370.00
970,105633.88,106970.00,101530.00
971,105583.66,106970.00,100990.00
972,105558.15,106970.00,100470.00
973,105565.20,106970.00,98990.00
974,105547.88,106970.00,100650.00
975,105600.67,106970.00,100090.00
976,105595.38,106970.00,101490.00
977,105548.32,106970.00,100250.00
978,105608.90,106970.00,99430.00
979,105577.45,106970.00,101590.00
980,105653.84,106970.00,101770.00
981,105556.04,106970.00,99410.00
982,105543.08,106970.00,99490.00
983,105550.62,106970.00,100530.00
984,105595.32,106970.00,101590.00
985,105516.12,106970.00,98070.00
986,105482.92,106970.00,100670.00
987,105574.70,106970.00,100930.00
988,105587.25,106970.00,100650.00
989,105600.17,106970.00,100110.00
990,105608.16,106970.00,101350.00
991,105557.15,106970.00,100410.00
992,105602.03,106970.00,101350.00
993,105582.72,106970.00,101230.00
994,105594.10,106970.00,101190.00
995,105609.91,106970.00,99410.00
996,105582.74,106970.00,100290.00
997,105518.91,106970.00,99810.00
998,105561.86,106970.00,101130.00
999,105597.62,106970.00,100530.00
1000,105497.08,106970.00,100890.00
